old_age_care,unemployed,reduce_income_diff,jobs,female,age,education,employment,country,survey_year
1,1,1,1,1,26,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,46,Primary or less,Not active,Uruguay,2006
1,1,0,1,0,31,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,23,Primary or less,Full-time,Uruguay,2006
1,0,0,0,1,62,University or more,Not active,Uruguay,2006
1,0,1,1,0,39,Secondary,Not active,Uruguay,2006
1,1,1,0,1,79,Primary or less,Not active,Uruguay,2006
1,1,0,1,1,55,Secondary,Not active,Uruguay,2006
1,1,1,0,0,18,Secondary,Not active,Uruguay,2006
1,1,1,1,1,32,University or more,Not active,Uruguay,2006
1,1,1,0,1,50,Primary or less,Not active,Uruguay,2006
1,0,1,1,0,42,University or more,Not active,Uruguay,2006
1,1,1,1,1,42,Primary or less,Full-time,Uruguay,2006
1,1,1,0,0,75,Secondary,Not active,Uruguay,2006
1,1,0,1,1,78,Primary or less,Not active,Uruguay,2006
1,1,0,0,0,47,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,47,Secondary,Full-time,Uruguay,2006
1,1,1,0,1,22,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,29,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,43,Primary or less,Full-time,Uruguay,2006
1,1,0,1,1,81,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,68,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,50,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,48,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,34,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,23,Primary or less,Not active,Uruguay,2006
1,1,0,0,0,76,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,39,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,34,Primary or less,Not active,Uruguay,2006
1,1,0,1,1,30,Primary or less,Not active,Uruguay,2006
1,0,1,1,1,38,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,41,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,73,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,69,Primary or less,Not active,Uruguay,2006
1,0,1,0,0,25,Primary or less,Not active,Uruguay,2006
1,1,0,1,0,39,University or more,Part-time,Uruguay,2006
1,1,1,0,1,69,University or more,Not active,Uruguay,2006
1,1,1,1,1,50,University or more,Not active,Uruguay,2006
1,1,0,1,0,71,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,20,Secondary,Not active,Uruguay,2006
1,1,1,1,0,80,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,75,Primary or less,Not active,Uruguay,2006
1,0,0,0,1,59,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,46,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,48,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,68,Primary or less,Not active,Uruguay,2006
1,0,1,1,0,49,Primary or less,Full-time,Uruguay,2006
1,1,0,0,0,27,Primary or less,Not active,Uruguay,2006
0,0,0,0,1,64,Primary or less,Not active,Uruguay,2006
0,1,1,1,0,49,Primary or less,Full-time,Uruguay,2006
1,0,1,0,1,63,Secondary,Not active,Uruguay,2006
0,0,0,0,1,21,Secondary,Not active,Uruguay,2006
1,0,1,0,1,76,Primary or less,Not active,Uruguay,2006
0,1,0,0,0,63,Primary or less,Full-time,Uruguay,2006
1,0,1,1,0,34,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,39,Secondary,Not active,Uruguay,2006
1,0,0,0,0,74,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,40,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,37,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,59,Primary or less,Part-time,Uruguay,2006
1,1,1,1,1,91,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,64,Primary or less,Not active,Uruguay,2006
1,0,1,1,0,29,University or more,Full-time,Uruguay,2006
1,1,1,1,1,35,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,51,Secondary,Not active,Uruguay,2006
1,1,0,0,0,34,Secondary,Not active,Uruguay,2006
1,1,0,0,1,41,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,47,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,36,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,49,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,53,University or more,Part-time,Uruguay,2006
1,1,1,1,0,57,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,19,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,23,Secondary,Not active,Uruguay,2006
1,1,1,1,1,33,University or more,Not active,Uruguay,2006
1,1,1,1,1,20,Primary or less,Active unemployed,Uruguay,2006
1,1,1,0,1,28,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,26,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,38,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,26,Primary or less,Full-time,Uruguay,2006
1,0,1,0,0,56,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,39,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,65,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,36,Primary or less,Full-time,Uruguay,2006
1,0,1,1,1,70,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,54,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,20,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,32,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,50,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,32,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,18,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,33,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,37,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,19,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,35,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,64,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,28,Primary or less,Part-time,Uruguay,2006
1,1,1,0,1,69,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,37,Secondary,Not active,Uruguay,2006
1,1,1,1,1,47,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,70,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,77,Primary or less,Not active,Uruguay,2006
1,0,1,1,1,41,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,38,Primary or less,Full-time,Uruguay,2006
1,1,0,1,0,31,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,36,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,60,University or more,Not active,Uruguay,2006
1,1,1,1,1,87,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,47,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,50,Primary or less,Not active,Uruguay,2006
1,0,0,0,1,35,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,34,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,22,Secondary,Not active,Uruguay,2006
0,0,0,1,1,59,Primary or less,Not active,Uruguay,2006
1,0,1,0,1,65,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,24,Secondary,Full-time,Uruguay,2006
1,0,1,1,0,40,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,32,Secondary,Full-time,Uruguay,2006
1,1,0,1,0,44,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,47,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,49,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,20,Primary or less,Not active,Uruguay,2006
1,1,0,1,0,73,Primary or less,Not active,Uruguay,2006
0,1,1,1,1,67,Secondary,Full-time,Uruguay,2006
1,1,1,1,0,44,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,61,Secondary,Not active,Uruguay,2006
1,1,0,1,1,81,Primary or less,Not active,Uruguay,2006
1,1,0,1,1,44,Primary or less,Not active,Uruguay,2006
1,0,0,1,1,30,University or more,Not active,Uruguay,2006
1,1,1,1,0,27,Primary or less,Not active,Uruguay,2006
1,0,0,1,0,24,Secondary,Not active,Uruguay,2006
1,1,1,1,0,22,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,41,Primary or less,Full-time,Uruguay,2006
1,0,0,0,1,73,Secondary,Not active,Uruguay,2006
1,1,1,1,1,29,Primary or less,Full-time,Uruguay,2006
1,0,1,1,0,67,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,38,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,38,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,31,Primary or less,Not active,Uruguay,2006
0,0,0,1,1,32,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,72,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,27,Primary or less,Full-time,Uruguay,2006
1,0,1,1,1,20,Primary or less,Full-time,Uruguay,2006
1,0,0,1,1,51,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,68,Primary or less,Part-time,Uruguay,2006
1,0,0,1,1,51,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,46,University or more,Full-time,Uruguay,2006
1,1,1,0,1,66,Primary or less,Not active,Uruguay,2006
1,1,0,1,0,70,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,75,Secondary,Not active,Uruguay,2006
1,1,1,1,0,58,University or more,Not active,Uruguay,2006
1,0,1,1,1,51,Primary or less,Not active,Uruguay,2006
1,1,0,1,1,81,Primary or less,Not active,Uruguay,2006
0,1,0,1,1,50,Primary or less,Full-time,Uruguay,2006
1,1,1,0,1,43,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,40,University or more,Full-time,Uruguay,2006
1,1,1,0,0,57,Secondary,Full-time,Uruguay,2006
1,1,0,1,0,65,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,38,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,39,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,57,Primary or less,Full-time,Uruguay,2006
1,1,0,1,1,78,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,26,University or more,Full-time,Uruguay,2006
1,1,1,1,0,26,Primary or less,Not active,Uruguay,2006
1,1,0,1,1,71,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,62,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,46,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,75,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,72,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,46,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,24,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,57,Primary or less,Active unemployed,Uruguay,2006
1,1,1,0,1,41,University or more,Not active,Uruguay,2006
1,0,0,0,1,42,Secondary,Full-time,Uruguay,2006
1,1,1,0,1,30,University or more,Part-time,Uruguay,2006
1,1,1,1,1,20,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,44,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,26,Secondary,Full-time,Uruguay,2006
1,0,0,1,1,42,Primary or less,Full-time,Uruguay,2006
1,0,0,0,1,47,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,38,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,25,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,50,Primary or less,Not active,Uruguay,2006
0,0,1,0,1,47,Primary or less,Not active,Uruguay,2006
1,0,1,1,1,20,Secondary,Not active,Uruguay,2006
1,1,0,1,0,30,Primary or less,Full-time,Uruguay,2006
1,0,1,0,0,31,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,34,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,45,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,41,Primary or less,Not active,Uruguay,2006
1,1,0,1,1,45,Secondary,Not active,Uruguay,2006
1,1,0,0,0,45,Secondary,Not active,Uruguay,2006
1,1,1,1,1,38,University or more,Full-time,Uruguay,2006
1,1,1,1,1,39,Secondary,Full-time,Uruguay,2006
1,1,1,0,1,30,University or more,Full-time,Uruguay,2006
1,1,1,1,1,57,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,36,Primary or less,Not active,Uruguay,2006
1,0,1,1,0,67,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,34,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,43,Primary or less,Full-time,Uruguay,2006
1,1,1,0,0,33,University or more,Full-time,Uruguay,2006
1,1,1,0,1,68,University or more,Not active,Uruguay,2006
1,1,1,1,0,72,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,39,Secondary,Full-time,Uruguay,2006
1,0,1,1,1,65,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,69,Primary or less,Not active,Uruguay,2006
1,0,0,1,0,45,University or more,Not active,Uruguay,2006
1,1,1,1,0,51,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,69,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,45,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,73,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,41,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,54,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,19,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,29,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,49,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,36,Secondary,Not active,Uruguay,2006
1,1,0,1,0,67,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,59,Primary or less,Not active,Uruguay,2006
1,0,0,0,0,25,Secondary,Not active,Uruguay,2006
1,1,1,0,1,58,University or more,Full-time,Uruguay,2006
1,1,1,1,1,65,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,22,Primary or less,Not active,Uruguay,2006
1,1,0,1,0,50,Primary or less,Full-time,Uruguay,2006
0,0,1,1,1,57,Secondary,Not active,Uruguay,2006
1,0,1,0,0,41,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,49,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,35,Primary or less,Part-time,Uruguay,2006
1,1,1,0,0,42,University or more,Not active,Uruguay,2006
1,0,1,1,1,30,University or more,Active unemployed,Uruguay,2006
1,1,1,0,1,62,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,77,Primary or less,Not active,Uruguay,2006
1,1,0,0,0,67,Secondary,Not active,Uruguay,2006
1,1,1,1,1,35,Primary or less,Active unemployed,Uruguay,2006
1,1,1,1,0,41,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,42,Secondary,Full-time,Uruguay,2006
1,0,1,1,1,24,Primary or less,Full-time,Uruguay,2006
1,1,1,0,0,58,Secondary,Not active,Uruguay,2006
1,1,0,1,0,28,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,76,Primary or less,Not active,Uruguay,2006
1,1,0,1,0,77,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,45,Primary or less,Full-time,Uruguay,2006
0,0,0,0,1,50,Primary or less,Full-time,Uruguay,2006
0,0,0,0,1,29,Secondary,Full-time,Uruguay,2006
1,1,1,1,0,46,Primary or less,Full-time,Uruguay,2006
1,1,1,0,1,34,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,43,Primary or less,Part-time,Uruguay,2006
1,0,1,0,1,46,Secondary,Not active,Uruguay,2006
1,1,1,0,0,32,Primary or less,Part-time,Uruguay,2006
1,1,1,1,1,30,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,38,Secondary,Not active,Uruguay,2006
1,1,1,1,1,55,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,70,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,75,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,48,Primary or less,Not active,Uruguay,2006
1,1,0,1,0,24,Secondary,Not active,Uruguay,2006
1,1,1,1,0,71,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,72,Primary or less,Not active,Uruguay,2006
1,0,0,1,1,64,Primary or less,Not active,Uruguay,2006
1,1,0,0,1,80,Primary or less,Not active,Uruguay,2006
1,1,0,0,1,59,Primary or less,Full-time,Uruguay,2006
1,0,1,1,0,19,Secondary,Not active,Uruguay,2006
1,0,0,0,1,76,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,50,Primary or less,Full-time,Uruguay,2006
1,0,1,1,1,64,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,20,Primary or less,Part-time,Uruguay,2006
1,0,1,0,1,43,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,43,Secondary,Full-time,Uruguay,2006
1,1,0,1,0,47,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,48,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,39,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,65,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,29,Primary or less,Full-time,Uruguay,2006
1,1,1,0,1,33,University or more,Full-time,Uruguay,2006
1,1,1,0,1,31,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,54,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,56,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,77,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,20,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,29,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,36,Primary or less,Active unemployed,Uruguay,2006
1,1,1,1,1,49,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,83,Primary or less,Not active,Uruguay,2006
1,1,0,0,1,36,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,24,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,71,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,30,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,37,Secondary,Full-time,Uruguay,2006
1,1,1,1,0,35,Secondary,Active unemployed,Uruguay,2006
1,1,1,1,0,40,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,63,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,72,Secondary,Not active,Uruguay,2006
1,1,1,0,0,53,University or more,Full-time,Uruguay,2006
1,1,1,1,0,33,Primary or less,Active unemployed,Uruguay,2006
1,1,1,0,1,50,Secondary,Full-time,Uruguay,2006
1,0,0,0,1,36,Secondary,Not active,Uruguay,2006
1,1,0,1,1,22,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,67,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,22,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,32,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,47,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,42,Primary or less,Not active,Uruguay,2006
1,0,1,0,0,37,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,41,Primary or less,Full-time,Uruguay,2006
1,1,1,0,0,85,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,85,Secondary,Not active,Uruguay,2006
1,1,1,0,1,59,University or more,Not active,Uruguay,2006
1,1,1,0,0,28,Primary or less,Not active,Uruguay,2006
1,0,1,1,1,34,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,79,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,84,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,40,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,34,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,52,Secondary,Not active,Uruguay,2006
1,1,0,1,0,38,Secondary,Not active,Uruguay,2006
1,1,1,1,0,38,Secondary,Full-time,Uruguay,2006
1,0,1,0,0,25,Secondary,Not active,Uruguay,2006
1,0,0,0,0,28,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,61,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,51,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,60,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,34,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,67,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,67,Secondary,Not active,Uruguay,2006
1,1,1,1,0,21,Primary or less,Not active,Uruguay,2006
1,1,0,1,1,41,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,21,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,40,University or more,Part-time,Uruguay,2006
1,1,1,1,1,46,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,26,Secondary,Part-time,Uruguay,2006
1,0,0,0,1,48,Secondary,Full-time,Uruguay,2006
1,1,0,0,0,29,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,26,Secondary,Full-time,Uruguay,2006
0,1,1,1,1,28,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,39,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,66,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,72,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,73,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,46,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,34,Primary or less,Full-time,Uruguay,2006
1,0,1,1,1,19,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,35,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,62,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,75,University or more,Not active,Uruguay,2006
1,1,1,1,0,35,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,75,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,26,Secondary,Not active,Uruguay,2006
1,1,1,1,1,59,Primary or less,Active unemployed,Uruguay,2006
1,1,1,1,0,46,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,25,Secondary,Not active,Uruguay,2006
1,1,1,1,0,44,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,45,Primary or less,Not active,Uruguay,2006
1,1,0,0,0,71,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,34,Secondary,Not active,Uruguay,2006
0,1,1,0,1,60,University or more,Part-time,Uruguay,2006
1,1,0,0,1,43,Secondary,Not active,Uruguay,2006
1,1,1,1,1,21,Primary or less,Full-time,Uruguay,2006
1,0,1,1,0,32,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,41,Secondary,Not active,Uruguay,2006
1,1,1,1,0,36,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,42,Primary or less,Part-time,Uruguay,2006
1,0,1,0,0,47,University or more,Full-time,Uruguay,2006
1,0,1,0,1,42,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,26,University or more,Full-time,Uruguay,2006
1,1,1,1,1,72,Primary or less,Not active,Uruguay,2006
0,0,0,0,0,26,Primary or less,Not active,Uruguay,2006
1,1,0,0,0,49,Secondary,Not active,Uruguay,2006
1,1,1,0,0,37,Primary or less,Full-time,Uruguay,2006
1,1,0,0,0,81,University or more,Not active,Uruguay,2006
1,1,1,0,0,25,Secondary,Not active,Uruguay,2006
1,1,1,1,0,32,Primary or less,Full-time,Uruguay,2006
1,1,1,0,0,27,Primary or less,Active unemployed,Uruguay,2006
1,1,1,1,0,56,Primary or less,Not active,Uruguay,2006
1,1,1,0,0,61,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,39,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,23,Primary or less,Full-time,Uruguay,2006
1,1,1,0,1,77,University or more,Not active,Uruguay,2006
1,1,0,1,0,24,Secondary,Not active,Uruguay,2006
1,1,1,0,1,38,Primary or less,Part-time,Uruguay,2006
1,1,1,1,0,31,Secondary,Active unemployed,Uruguay,2006
1,1,1,0,1,42,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,62,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,74,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,24,Secondary,Not active,Uruguay,2006
1,1,1,1,0,26,Secondary,Not active,Uruguay,2006
1,1,1,1,0,56,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,32,University or more,Full-time,Uruguay,2006
1,1,1,1,1,71,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,50,Secondary,Not active,Uruguay,2006
1,1,1,0,0,30,Primary or less,Not active,Uruguay,2006
1,0,1,0,1,41,Secondary,Not active,Uruguay,2006
1,1,1,1,1,77,Primary or less,Not active,Uruguay,2006
1,1,0,0,0,19,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,21,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,76,University or more,Not active,Uruguay,2006
1,1,1,1,1,73,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,52,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,65,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,59,University or more,Not active,Uruguay,2006
1,1,1,1,1,76,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,24,Primary or less,Active unemployed,Uruguay,2006
1,1,1,1,1,21,Primary or less,Part-time,Uruguay,2006
1,1,1,1,0,25,Primary or less,Active unemployed,Uruguay,2006
1,1,1,1,1,24,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,47,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,33,Primary or less,Not active,Uruguay,2006
1,0,1,1,0,81,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,31,Primary or less,Full-time,Uruguay,2006
1,1,0,1,1,37,Secondary,Not active,Uruguay,2006
1,1,1,1,0,61,Secondary,Full-time,Uruguay,2006
1,1,0,0,0,67,Primary or less,Not active,Uruguay,2006
1,0,0,1,1,76,Primary or less,Not active,Uruguay,2006
1,0,0,0,0,73,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,36,University or more,Full-time,Uruguay,2006
1,1,1,0,0,69,Secondary,Not active,Uruguay,2006
1,1,1,1,1,54,University or more,Not active,Uruguay,2006
1,1,1,1,1,42,Primary or less,Full-time,Uruguay,2006
1,0,1,1,1,28,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,54,University or more,Not active,Uruguay,2006
1,1,1,1,1,56,University or more,Full-time,Uruguay,2006
1,0,1,1,1,28,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,29,Primary or less,Full-time,Uruguay,2006
1,1,1,0,0,44,Primary or less,Full-time,Uruguay,2006
1,0,1,0,1,61,Secondary,Not active,Uruguay,2006
1,1,0,0,1,43,Secondary,Full-time,Uruguay,2006
1,1,1,1,1,47,Primary or less,Part-time,Uruguay,2006
1,0,1,1,1,50,Secondary,Full-time,Uruguay,2006
1,1,1,0,1,63,Secondary,Not active,Uruguay,2006
1,1,1,1,1,33,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,22,Primary or less,Full-time,Uruguay,2006
1,1,1,0,1,34,University or more,Full-time,Uruguay,2006
1,1,1,1,0,40,Secondary,Not active,Uruguay,2006
1,1,1,1,0,61,Primary or less,Not active,Uruguay,2006
1,1,1,1,0,39,Primary or less,Not active,Uruguay,2006
1,1,0,1,1,43,Secondary,Part-time,Uruguay,2006
1,1,1,0,1,56,Secondary,Not active,Uruguay,2006
1,1,0,0,1,52,University or more,Full-time,Uruguay,2006
1,1,1,1,0,72,Secondary,Not active,Uruguay,2006
1,1,1,1,0,43,Primary or less,Active unemployed,Uruguay,2006
1,1,1,1,1,37,University or more,Full-time,Uruguay,2006
1,1,1,1,0,30,Primary or less,Full-time,Uruguay,2006
1,1,1,1,1,33,University or more,Full-time,Uruguay,2006
1,1,1,1,0,32,Primary or less,Active unemployed,Uruguay,2006
1,1,1,1,1,67,Secondary,Not active,Uruguay,2006
1,1,1,1,0,45,Primary or less,Not active,Uruguay,2006
1,1,1,0,1,47,Primary or less,Part-time,Uruguay,2006
1,1,1,1,1,39,Primary or less,Not active,Uruguay,2006
1,1,1,1,1,40,Primary or less,Full-time,Uruguay,2006
1,1,1,1,0,68,Primary or less,Not active,Uruguay,2006
